"","V1","V2","V3","V4","V5","V6"
"freestonesoupvalues",0.219529890432023,0.269549913075753,0.220313413324766,0.293344028410502,0.205527057498693,0.251523291761987
"juietaunexactingstonesoupcloseprintfcontext",0.262223482178524,0.263085536775179,0.203266701893881,0.208043049857952,0.248644566047005,0.206020681816153
"unawardableclochards",0.285386666026898,0.263886453700252,0.270104933180846,0.25875328516122,0.22790164235048,0.210509500582702
"anonymousxfb",0.294402885762975,0.246728043421172,0.292919013905339,0.205522742355242,0.25451820238959,0.248067091777921
"kileysorbitude",0.252222891524434,0.206356191099621,0.272975573851727,0.24098657912109,0.279569260845892,0.220350752258673
"molassesnaething",0.228719143709168,0.294289380055852,0.282040056260303,0.233766824030317,0.248314538993873,0.254344771034084
"sysipch""",0.245258635445498,0.287403215956874,0.242657078034244,0.276387535361573,0.259410229884088,0.284471836173907
"stdioh""",0.210151006910019,0.285453735850751,0.295095007051714,0.271078285179101,0.280140814324841,0.204179348214529
"unistdh""",0.248051495384425,0.24814410363324,0.205945622059517,0.29667747633066,0.222410389618017,0.245329753099941
"mainint",0.289709032815881,0.268060347950086,0.21445516240783,0.29247303486336,0.282776359538548,0.233147108997218
"argc",0.298000985314138,0.232872233144008,0.284070984576829,0.202425933373161,0.200038984580897,0.207764563639648
"shmid",0.26063248612918,0.288685611262918,0.211927328514867,0.209256803127937,0.251317602419294,0.204407117818482
"shm",0.111438531032763,0.119885010411963,0.1727477313485,0.142306906799786,0.153726990101859,0.143624819209799
"outfilename",0.204523173253983,0.215629388252273,0.212445853394456,0.257607821491547,0.244139528484084,0.25031709226314
"get",0.269779107184149,0.267239474109374,0.236121897725388,0.204665855807252,0.247412198153324,0.215708966250531
"switchc",0.223612587642856,0.275428453180939,0.294125497480854,0.218063044268638,0.21377259735018,0.242854221700691
"strtoloptarg",0.247758670779876,0.274143394362181,0.288020894140936,0.297979255905375,0.226058122119866,0.257003074907698
"atoioptarg",0.253919666539878,0.259433037927374,0.288391147949733,0.258677330450155,0.284556316770613,0.216985895158723
"illegal",0.220200994587503,0.299167148536071,0.254426616593264,0.298596420651302,0.22212031094823,0.23744291618932
"argumentn""",0.250907916808501,0.294350271881558,0.280757552641444,0.208186681312509,0.232019420037977,0.231550820521079
"too",0.207220013090409,0.275234738364816,0.280681247333996,0.222063282807358,0.217085104691796,0.215320958034135
"large",0.235603499948047,0.233905847766437,0.299047049647197,0.239064843067899,0.294739370350726,0.218875850248151
"segmentn""",0.24487223722972,0.293018389004283,0.268699543783441,0.2181791852694,0.286408241116442,0.2111385113094
"shmgetkey",0.256432714662515,0.292196623538621,0.235228535416536,0.228870236733928,0.27403738531284,0.289952397649176
"ipccreat",0.299981388589367,0.24789157952182,0.230101860361174,0.201359366578981,0.252433859929442,0.281207581423223
"shmatshmid",0.259947250667028,0.260393990390003,0.220641946070828,0.291753736906685,0.286590989609249,0.264763063075952
"memsets",0.297872015624307,0.204787961975671,0.2694167786045,0.285097091086209,0.231804118910804,0.245417360868305
"shmsz""",0.105384174687788,0.168694639974274,0.128043394186534,0.131224137544632,0.186633324925788,0.199052115879022
"fprintfoutfile",0.288738988153636,0.231662743887864,0.265080457064323,0.214292512321845,0.264180042361841,0.287292477395385
"open",0.22009796295315,0.297515383502468,0.276471781218424,0.262095188512467,0.226231450517662,0.265635569393635
"output",0.237003012234345,0.278693241858855,0.256329499534331,0.295066794846207,0.22948677346576,0.264934168732725
"outfilename""",0.253273243992589,0.228990932623856,0.244793829601258,0.215204011509195,0.205703974794596,0.207189532415941
"press",0.298601301643066,0.284494332992472,0.286282411520369,0.292319664056413,0.278213478811085,0.265843107271939
"exit""",0.207915513939224,0.238264872552827,0.230671950872056,0.296835498441942,0.26473078681156,0.239898091880605
"sysipch",0.292915297183208,0.285513427248225,0.235962064540945,0.218380871857516,0.206543233012781,0.260833825590089
"stonesoupenvkey",0.22026496140752,0.205770572647452,0.207395020220429,0.223412764747627,0.205514016584493,0.215156166721135
"stonesoupshmsz",0.236070584575646,0.245488807698712,0.28798815687187,0.273302761116065,0.237352045672014,0.260013921419159
"stonesoupkey""",0.267622007103637,0.218033700925298,0.218004766106606,0.201834280812182,0.212560990732163,0.267328651668504
"stonesoupenvsize",0.26648353273049,0.262116475356743,0.279658541502431,0.208399965520948,0.203104535210878,0.265209017740563
"ifstonesoupenvkey",0.293023765110411,0.293253721878864,0.233895063516684,0.270131537923589,0.201634542574175,0.272564059332944
"stonesoupshmid",0.20755055018235,0.295358535693958,0.281545217777602,0.295449500181712,0.278583252406679,0.249465526943095
"shmgetstonesoupkey",0.291227350803092,0.265968557470478,0.264919400028884,0.222931800945662,0.290655259951018,0.297891478729434
"charcallocstonesoupshmsz",0.25590664842166,0.247378955339082,0.291940098349005,0.216576812881976,0.206574989622459,0.234682912705466
"stonesoups",0.287536109075882,0.250000758678652,0.208722880925052,0.243722671410069,0.21122068609111,0.268840911076404
"aafknurly",0.263055397407152,0.299554403265938,0.247653847094625,0.252254862897098,0.25612035500817,0.281301399017684
"ottilliaunderfreight""",0.28939472513739,0.222380332299508,0.268570010527037,0.269987190328538,0.230409772670828,0.252456475491636
"syncboolcompareandswaptirrlieunconditionated",0.253385451808572,0.217819379922003,0.214837071858346,0.223529844125733,0.281020528892986,0.285846214718185
"tracepointstonesouptracetracelocationtmptmpspirccsstestcasesrcrosecolorcinitlinedraw",0.224032289651223,0.274423850444146,0.251732620922849,0.205821570917033,0.279608090734109,0.254367852443829
"stonesoupreadtaintottilliaunderfreightcholecystalgiacessative",0.267928007175215,0.245671479194425,0.223542742384598,0.291922826087102,0.245569550525397,0.246484614722431
"ottilliaunderfreight",0.269932788098231,0.260296853864565,0.212668985920027,0.227334435167722,0.27079088606406,0.253641705610789
"strlenaafknurly",0.238280038768426,0.257795407925732,0.214769860170782,0.201462066126987,0.212475757021457,0.288094902876765
"mallocstrlenaafknurly",0.276687655132264,0.236669161170721,0.288871766021475,0.240452692680992,0.215344565617852,0.241167035838589
"strcpystonesoupskipmallocbufferaafknurly",0.234740882739425,0.287599328253418,0.206087035522796,0.280118252197281,0.277766119828448,0.208024466014467
"ottilliaunderfreightstonesoupcloseprintfcontext",0.229362345952541,0.236279425141402,0.247726200520992,0.293231371324509,0.271719801006839,0.242240578075871
"reflourishsubplacenta",0.282261941372417,0.242323835426942,0.200041052070446,0.274797741835937,0.22804594382178,0.215621107583866
"gratineevladivostok",0.276999309868552,0.297765324334614,0.219486933993176,0.219996073329821,0.232854275847785,0.238984706066549
"obdurateellipsometry""",0.270987420645542,0.282096232008189,0.277408046717755,0.24528803830035,0.225030347984284,0.237897458532825
"syncboolcompareandswapjudaiseheidt",0.26719400268048,0.296217033709399,0.210535106738098,0.286914358381182,0.206577279395424,0.236951071885414
"tracepointstonesouptracetracelocationtmptmpgsyadcsstestcasesrcrosecolorcinitlinedraw",0.224973375769332,0.205269866157323,0.293345630145632,0.240735493879765,0.235135584836826,0.231637965398841
"stonesoupreadtaintobdurateellipsometryhepatectomizingfixgig",0.248871255828999,0.285352351050824,0.24832082237117,0.293299576546997,0.262611693958752,0.249894618010148
"obdurateellipsometry",0.251434862078168,0.265684913261794,0.261274715326726,0.215380026353523,0.246210606675595,0.291260974016041
"b",0.182250296440907,0.116975209093653,0.173434118460864,0.175448583858088,0.158250808576122,0.109621280571446
"strlengratineevladivostok",0.205511595401913,0.259381492133252,0.275497761392035,0.201295015518554,0.259274902869947,0.246242565498687
"strlenstonesoupfinder",0.204510961356573,0.293287020339631,0.271263933461159,0.238793776417151,0.29002752576489,0.266381306108087
"stonesoupj",0.270102944970131,0.251664748648182,0.204542085737921,0.205493407114409,0.241101571917534,0.257599176978692
"gratineevladivostokstonesoupi",0.241130821290426,0.242587557551451,0.291445261100307,0.271054361970164,0.226018906710669,0.282130926894024
"stonesoupfinderstonesoupj",0.252791018597782,0.218609313038178,0.265033881110139,0.23908909575548,0.216359600517899,0.290433419845067
"stonesoupcheck",0.22800122203771,0.255059237475507,0.206712245405652,0.253736258880235,0.282359729101881,0.264811404631473
"stonesoupprintffound",0.224784366553649,0.22516963693779,0.271569936233573,0.202088649012148,0.225174033292569,0.271710670064203
"aba",0.259290822781622,0.265892468206584,0.29673285598401,0.221631972235627,0.245218898286112,0.232748889457434
"stringn",0.232994179218076,0.2606867674971,0.263695781026036,0.2594147143187,0.258702289150096,0.278966384939849
"length",0.270297133130953,0.282884927932173,0.256480799661949,0.204681774787605,0.233311956259422,0.290848432923667
"obdurateellipsometrystonesoupcloseprintfcontext",0.225894538336433,0.226191908842884,0.243822628003545,0.212200139486231,0.244019277114421,0.234609905816615
"anonymousx",0.217728823889047,0.212740047718398,0.241532377456315,0.24848931406159,0.229345467174426,0.221770473127253
"herriedrotulad",0.242274959245697,0.223060675570741,0.21939303399995,0.214271646272391,0.211229451233521,0.205061813094653
"unquibblingunporousness""",0.292411774513312,0.272530368249863,0.266527525195852,0.221528884954751,0.273198321531527,0.249864890263416
"mgsendheaderstonesoupprintfcontext",0.221038075000979,0.27489752327092,0.201617669127882,0.251101019070484,0.251396605744958,0.218601719196886
"contenttype",0.293539671855979,0.232375642447732,0.277106004091911,0.262916025659069,0.20246108728461,0.258606464671902
"textplain""",0.241104999743402,0.202073794626631,0.235069788689725,0.216290933615528,0.24160573631525,0.249414623738267
"mgvprintfdatastruct",0.288914844579995,0.291213434236124,0.240799048240297,0.297891998500563,0.210329267592169,0.230815103859641
"mgconnection",0.250467580836266,0.256240979884751,0.26284390327055,0.292044780123979,0.25360443117097,0.231445303116925
"stonesoupevhandlerstruct",0.224782046675682,0.220820440375246,0.224898565118201,0.202133889566176,0.231788504403085,0.287457972788252
"conn",0.284356538765132,0.265703301085159,0.254481133143418,0.289446301665157,0.248273197677918,0.241051513864659
"enum",0.223776017827913,0.208804382942617,0.25508112211246,0.235655585560016,0.23244330980815,0.20441023434978
"mgevent",0.212847206927836,0.241420960403048,0.232530703418888,0.298827414237894,0.217601593048312,0.266708324314095
"stonesouptaintedbuff""",0.237619600491598,0.233371349587105,0.216097250510938,0.204489301447757,0.235995707451366,0.26436212293338
"ifmatchheader",0.209143123659305,0.231482326122932,0.284308563056402,0.200779484421946,0.202327164309099,0.274791025952436
"mggetheaderconn",0.279810815071687,0.227972623077221,0.257384435506538,0.247433563414961,0.242011451604776,0.238613271922804
"ifmatch""",0.267223243834451,0.217188861430623,0.255533925467171,0.221129214670509,0.281675006169826,0.213817895785905
"socket",0.217265369649977,0.21682792652864,0.259094534139149,0.240777076361701,0.294278217782266,0.214296113350429
"variable",0.296576033276506,0.290177965350449,0.255731753376313,0.241278559248894,0.218188760452904,0.255501563590951
"stonesouphandletaintstonesouptaintedbuff""",0.211094091692939,0.215913960174657,0.227500555082224,0.216564745246433,0.259542564116418,0.276177434087731
"mgauth",0.263936517760158,0.204573089443147,0.208678327128291,0.259613894997165,0.290261522703804,0.241896955552511
"stonesoupreadtaintvoid",0.269675315450877,0.24612354489509,0.228862524428405,0.237610615068115,0.209248428372666,0.248528506280854
"mgsetoptionstonesoupserver",0.208229319029488,0.232161847758107,0.217364888661541,0.274777085031383,0.284733491064981,0.298170402063988
"listeningport",0.268380798515864,0.295017486717552,0.28408445334062,0.292338565294631,0.223429530137219,0.23695654021576
"mgpollserverstonesoupserver",0.251785672619008,0.225936749693938,0.212715740827844,0.207140436139889,0.259978340030648,0.217993220849894
"mgdestroyserverstonesoupserver""",0.293044745526277,0.265074261534028,0.249318605219014,0.298723336518742,0.212363133230247,0.228567288001068
"syncboolcompareandswapherriedrotulad",0.269822763139382,0.233551940275356,0.240797140053473,0.219520167657174,0.259647836652584,0.261320019885898
"tracepointstonesouptracetracelocationtmptmpkhgwymsstestcasesrcrosecolorcinitlinedraw",0.281735829846002,0.250984715716913,0.240804687747732,0.20138877700083,0.270711353095248,0.24281684642192
"unquibblingunporousness",0.208332048729062,0.219589359778911,0.203259452874772,0.243761979974806,0.266901117074303,0.211772822914645
"dasyuruschirogale",0.224698473350145,0.200796848535538,0.200804275018163,0.284311096789315,0.227003041864373,0.246706740232185
"strlendasyuruschirogale",0.218099995725788,0.245970602147281,0.273019421077333,0.231455561355688,0.274224598915316,0.21900315657258
"dasyuruschirogalestonesoupi",0.270444480609149,0.281060947035439,0.29466540790163,0.24800114990212,0.262121262750588,0.272422786895186
"unquibblingunporousnessstonesoupcloseprintfcontext",0.248161974665709,0.250621228548698,0.24568237089552,0.285293697519228,0.206120670586824,0.226211870019324
"stonesoupisalnumint",0.286951287928969,0.212926873494871,0.214053079951555,0.273948244121857,0.284525185520761,0.212143850466236
"sunfoiltiphany""",0.226547654857859,0.270316752116196,0.267889970866963,0.242731387703679,0.220241074473597,0.253982451115735
"syncboolcompareandswapeasterlyproctored",0.275532675464638,0.264254014962353,0.292197521496564,0.271626590960659,0.224053129483946,0.220324170496315
"tracepointstonesouptracetracelocationtmptmplunbbksstestcasesrcrosecolorcinitlinedraw",0.298994459956884,0.268638121569529,0.252633041050285,0.275367074692622,0.252381686144508,0.235275883297436
"stonesoupreadtaintsunfoiltiphanywhisperproofdrighten",0.27704019243829,0.237026729714125,0.247258917777799,0.271979994466528,0.281838364782743,0.263742019445635
"sunfoiltiphany",0.222064120159484,0.260494717420079,0.247038915986195,0.214097506250255,0.284205039241351,0.279740024334751
"untunablenessuniversally",0.261272542155348,0.215026781638153,0.283290049131028,0.2500573965488,0.253393372613937,0.291020998405293
"whilestonesoupisalnumuntunablenessuniversallystonesoupsize",0.234411249193363,0.203362789563835,0.236588113196194,0.259555817535147,0.206368475896306,0.279470378765836
"strlenuntunablenessuniversally",0.263924719439819,0.224075064994395,0.200081099430099,0.25765884409193,0.230026883538812,0.225992244458757
"strcpystonesoupsecondbuffuntunablenessuniversally",0.220620114100166,0.265344007126987,0.262812912883237,0.292984484112822,0.236853022035211,0.231972316326574
"sunfoiltiphanystonesoupcloseprintfcontext",0.21200712621212,0.249047380220145,0.293455301737413,0.264938977942802,0.261494265589863,0.257443822594359
"pluripetalouslocksmiths",0.292937512113713,0.201697612181306,0.260555080580525,0.278867472684942,0.208145465329289,0.272398682264611
"anonymousxdb",0.285890213726088,0.252495837933384,0.253856715094298,0.234881601203233,0.242363542784005,0.233002893766388
"airbusesundigestible",0.228518895432353,0.253632627031766,0.239640124281868,0.253199595981278,0.235639780270867,0.223571709636599
"mallocsize""",0.233024166920222,0.214281346392818,0.244768351595849,0.297998410300352,0.230810532602482,0.24908109458629
"stonesoupsizebuffer""",0.265675618988462,0.2539047668688,0.294247807422653,0.200478125503287,0.257237541629001,0.259077905677259
"unanointedredividing""",0.27080438726116,0.246826858934946,0.230979741597548,0.2188353424659,0.248015355598181,0.253288460010663
"syncboolcompareandswapairbusesundigestible",0.203065808909014,0.245925508369692,0.222169378213584,0.215797766624019,0.294074662774801,0.253348778421059
"tracepointstonesouptracetracelocationtmptmpgwdcgsstestcasesrcrosecolorcinitlinedraw",0.257543129543774,0.248384367581457,0.286728957830928,0.245438397605903,0.27517750991974,0.204301898903213
"unanointedredividing",0.251572414813563,0.273489137133583,0.252431128756143,0.220519342762418,0.234628607099876,0.299507787870243
"getenvastromedasteeplechase",0.261034716409631,0.251248370204121,0.20547312614508,0.203325765184127,0.29422251090873,0.245047338400036
"caprylicdiscriminations",0.289576430525631,0.27398177171126,0.256550701125525,0.269405806716532,0.222436433308758,0.274571212008595
"atoicaprylicdiscriminations",0.200598237966187,0.2566191238584,0.295605223462917,0.297268914151937,0.280691658426076,0.24595643223729
"stonesoupcols",0.221121857827529,0.276003988692537,0.25376476382371,0.281978312227875,0.281372523237951,0.244989663991146
"immortalitysuspectable""",0.266100590396672,0.293783540837467,0.22838461343199,0.243723832885735,0.226100981608033,0.270624849246815
"syncboolcompareandswapbursectomystatuesqueness",0.227371797990054,0.271172870672308,0.204908493044786,0.21760879047215,0.275777356582694,0.237358669308014
"tracepointstonesouptracetracelocationtmptmpkrtgsstestcasesrcrosecolorcinitlinedraw",0.245966811757535,0.286313432571478,0.254043335281312,0.254718484706245,0.263874984928407,0.210328032076359
"stonesoupreadtaintimmortalitysuspectablesteroalana",0.220095173735172,0.281906929076649,0.22184992255643,0.224165585567243,0.277516312873922,0.246534087974578
"immortalitysuspectable",0.217446492030285,0.294254230568185,0.275542450905778,0.290170343220234,0.280345469340682,0.287653043307364
"jokeymonologues",0.230302023957483,0.28551819154527,0.275800586445257,0.264841948542744,0.213482016208582,0.286450447887182
"fopenjokeymonologuesr",0.264220992475748,0.213775700307451,0.22063799505122,0.213307522074319,0.263995946128853,0.253922310634516
"syntactically",0.295409422391094,0.266282198624685,0.216658244188875,0.209879767545499,0.25795118145179,0.27979910694994
"invalid",0.205327073973604,0.28722119173035,0.220086281280965,0.26068471474573,0.295610630931333,0.220734550035559
"structure",0.262082066573203,0.264865286531858,0.246718358574435,0.218907902017236,0.26963734999299,0.254806516994722
"fscanfstonesoupcsvstonesoupcolstonesoupcolstonesoupcol""",0.209940773202106,0.250679271062836,0.282777048228309,0.220875571714714,0.282639609416947,0.225599225913174
"after""",0.230570471612737,0.230590018071234,0.248591203708202,0.22341413195245,0.268379218364134,0.206639662291855
"stonesoupcol""",0.220468262815848,0.272061955695972,0.26879890775308,0.275203159754165,0.251520162425004,0.249376900191419
"fclosestonesouptemp""",0.282153949630447,0.23870315568056,0.269372217054479,0.206014972506091,0.263080237084068,0.242635953566059
"includen""",0.205081546539441,0.230535545642488,0.264080154919066,0.28481340254657,0.280257329950109,0.256439840048552
"anonymousxb",0.235798600502312,0.257997669908218,0.2865450108191,0.20115616961848,0.226331004709937,0.23362763018813
"invernaculardisrout",0.270527085475624,0.227598086348735,0.299210937041789,0.294872214039788,0.249611410801299,0.281223575747572
"aggroupunloath""",0.268708597146906,0.29863180865068,0.2291929745581,0.224425477115437,0.207858080998994,0.269384565041401
"syncboolcompareandswapinvernaculardisrout",0.262798631424084,0.218809978896752,0.275031721871346,0.207566631142981,0.273741283081472,0.239914253284223
"tracepointstonesouptracetracelocationtmptmpsdexsstestcasesrcrosecolorcinitlinedraw",0.248126545059495,0.213262356538326,0.227871346031316,0.201559520699084,0.253242137492634,0.210464617237449
"aggroupunloath",0.200264971400611,0.256621233234182,0.240593271516263,0.212058286485262,0.264320249506272,0.219936250336468
"juddallusiveness",0.28075086728204,0.252170790405944,0.201558531285264,0.221092835930176,0.295240400102921,0.239194426592439
"strlenjuddallusiveness",0.297601999249309,0.258101892890409,0.229357781284489,0.211613402306102,0.283040048740804,0.269429966877215
"mallocstrlenjuddallusiveness",0.216224789922126,0.2484890131047,0.299004191160202,0.265394238755107,0.289042661641724,0.200362156354822
"strcpystonesoupskipmallocbufferjuddallusiveness",0.287529173400253,0.253024197602645,0.275347484927624,0.289114340185188,0.242861609626561,0.234257809328847
"aggroupunloathstonesoupcloseprintfcontext",0.241105760843493,0.262706558941863,0.237756053521298,0.262939873570576,0.2327008520253,0.293927323981188
"larisaspide",0.237282109633088,0.217146372818388,0.260483465204015,0.273972784215584,0.21374587402679,0.222143217874691
"spellablesaguranes""",0.220045795338228,0.253947106958367,0.264339256077074,0.212824504077435,0.228165243938565,0.296021839790046
"syncboolcompareandswaplarisaspide",0.244259074004367,0.269103669887409,0.286902777967043,0.255680844420567,0.209481386793777,0.236405976884998
"tracepointstonesouptracetracelocationtmptmpjkwzsstestcasesrcrosecolorcinitlinedraw",0.254823917942122,0.249702093657106,0.293784444616176,0.29959520760458,0.282565798168071,0.255364685808308
"spellablesaguranes",0.233411029330455,0.270816019689664,0.271467116195709,0.27122122887522,0.273009742703289,0.281008410453796
"melodiographophian",0.247952389414422,0.204092250997201,0.247480907384306,0.25225003156811,0.212016742164269,0.235517840040848
"fopenmelodiographophianr",0.254144735983573,0.228392119077034,0.26057698612567,0.205379121750593,0.239159360923804,0.218711578729562
"stonesouppfile",0.256966073764488,0.25240157446824,0.29678794615902,0.291307125729509,0.218528837244958,0.238360841898248
"windfishtoarcian",0.225763918692246,0.274693571543321,0.216674522333778,0.216626979899593,0.208293657051399,0.263396404357627
"preinducedkashrut",0.278363667358644,0.293505180603825,0.231909302971326,0.22931936881505,0.270575570338406,0.244817036646418
"antiobesitygoren",0.270318435691297,0.292244095122442,0.225130378385074,0.24342866493389,0.252611948223785,0.204864871827886
"summarisationnucleins",0.221789140021428,0.26355664213188,0.238002486829646,0.201948445057496,0.254343593656085,0.241968110948801
"pthreadh",0.204132388345897,0.276866547414102,0.277125024446286,0.278747302014381,0.288427425082773,0.201995891355909
"stonesoupdata",0.297372183902189,0.234337181574665,0.279404092696495,0.210562235512771,0.268320478312671,0.266465042973869
"datasize""",0.29037465613801,0.226522779464722,0.207548933243379,0.224168626451865,0.230157988332212,0.286064142291434
"file""",0.227053672005422,0.21255846680142,0.204312394559383,0.265497980779037,0.208809169777669,0.236545988055877
"stonesoupcomp",0.282567321159877,0.237974103842862,0.214906794228591,0.253517112554982,0.274403388751671,0.287250171881169
"b""",0.166529284231365,0.143963614036329,0.183081706636585,0.168008270370774,0.112262772559188,0.120629348023795
"stonesouppmoc",0.287084583099931,0.265845207846723,0.279919713293202,0.215301306848414,0.223804043140262,0.298822668287903
"stonesoupcompa",0.242102566920221,0.225897277425975,0.251434182748199,0.273984812223352,0.295246470463462,0.296560002863407
"stonesoupreadfilechar",0.208996916236356,0.259694666066207,0.221409808332101,0.268165157898329,0.268616918730549,0.286918478528969
"filename",0.205923556280322,0.21867129385937,0.213760188221931,0.219143479992636,0.208544727205299,0.201356097171083
"ch""",0.184172222111374,0.197457479475997,0.108547151484527,0.155086703482084,0.131501774280332,0.133530913107097
"fifo",0.259522243728861,0.290692982100882,0.281944898236543,0.20010442591738,0.234995955601335,0.241443813871592
"fopenfilename",0.204090419691056,0.264659884222783,0.263985132821836,0.26485003947746,0.2410438132938,0.289388058381155
"r""",0.180185006838292,0.137759338784963,0.195928681921214,0.156299789529294,0.127754193195142,0.144488098844886
"ch",0.122078780597076,0.188967726798728,0.144051096797921,0.129867736343294,0.132910781982355,0.121457780548371
"fgetcfifo",0.245137263974175,0.252408316126093,0.290423412830569,0.211778073827736,0.278281326568685,0.258992794994265
"eof",0.214545218087733,0.241221890342422,0.242100249929354,0.259455463523045,0.273300917353481,0.240808575204574
"stonesoupdatadata""",0.230209479993209,0.205609118775465,0.255223042122088,0.272382547333837,0.212252976372838,0.283950763358735
"stonesouparr""",0.251170834642835,0.213904277188703,0.24050164797809,0.256738990987651,0.258581673819572,0.200346788507886
"pthreadmutexlockstonesoupmutex""",0.297662693634629,0.251341409771703,0.240786417108029,0.234001259901561,0.296967206639238,0.224323362577707
"stonesouparr",0.214550951379351,0.200583666353486,0.240135374478996,0.215652521746233,0.275289261341095,0.222005433542654
"mallocsizeofint",0.256538406014442,0.299992122873664,0.29192804954946,0.25159112571273,0.206254208204336,0.244258311390877
"stonesoupdataqsize""",0.289669300615787,0.250246325694025,0.216704846918583,0.209724395023659,0.273468253226019,0.25301645193249
"stonesouparrstonesoupi",0.222400883375667,0.237645916012116,0.233732596947812,0.224752028496005,0.299328840966336,0.269719001813792
"stonesoupdataqsize",0.276409993553534,0.254419144359417,0.290740389050916,0.222015161067247,0.260554655268788,0.256564105278812
"qsortstonesouparr",0.225264603854157,0.247993845609017,0.200830265856348,0.247478845040314,0.259605583571829,0.289033213979565
"sizeofint",0.276347801368684,0.255234158365056,0.217623764462769,0.276680706813931,0.269748594169505,0.294175487919711
"stonesoupcomp""",0.233023097040132,0.28756087787915,0.290725353872404,0.241352377319708,0.256765641481616,0.273335017985664
"stonesoupdatadata",0.260895074089058,0.252785046887584,0.26619947666768,0.245209577865899,0.204536771564744,0.210687641962431
"triggerstate""",0.253032130585052,0.213492197543383,0.249666252778843,0.216565285506658,0.236314123915508,0.212812274927273
"stonesoupdatafile",0.213274224661291,0.263307174667716,0.204766429425217,0.258255458599888,0.216132786404341,0.29764123421628
"missinglockcheck",0.255337321199477,0.240648840065114,0.275177518301643,0.216891650878824,0.269559735618532,0.261129635502584
"stonesoupdatadatastonesoupi",0.205608636327088,0.260025093867443,0.207171044056304,0.22800735803321,0.219664731947705,0.281951696821488
"z",0.166455217287876,0.10879367843736,0.158819933515042,0.178263514582068,0.106231348006986,0.16096728767734
"possible",0.22326603604015,0.204345366219059,0.25119327197317,0.299172225617804,0.28256081987638,0.204219666542485
"triggerpont",0.243458727421239,0.257985886908136,0.24068018165417,0.215769986645319,0.220191216631793,0.243722662725486
"delnonalpha",0.239331311616115,0.288361673196778,0.246983927674592,0.292338698171079,0.234204793791287,0.288816375704482
"temp",0.294763159682043,0.264407143648714,0.232201014598832,0.2085609925678,0.205147324805148,0.203286066395231
"stonesoupdatadatasize",0.296948539023288,0.280362245254219,0.264929807302542,0.219848558492959,0.286220879922621,0.261056714854203
"whilestonesoupdatadatai",0.27827660064213,0.289346369914711,0.256990373274311,0.205436054384336,0.249371723993681,0.295830315770581
"stonesoupdatadatai",0.208246662281454,0.251393053471111,0.241787563147955,0.216193870431744,0.263398583699018,0.272719328384846
"j""",0.155674756411463,0.13698167023249,0.151401325059123,0.189714049478062,0.168719437136315,0.180829775822349
"sets",0.249445815756917,0.260021661384963,0.247831649822183,0.230752615514211,0.283011706615798,0.250683689676225
"global",0.251155646750703,0.275908563449048,0.23747705607675,0.239851376973093,0.27413247351069,0.29259534329176
"ptr",0.190402593975887,0.1969303349033,0.192496378300712,0.174511041562073,0.128880868642591,0.108873646403663
"kaboom",0.291774890036322,0.236374917556532,0.23566276805941,0.231133284396492,0.288944636099041,0.22578951716423
"stonesoupreadfilestonesoupdatafile""",0.280836486583576,0.271736281295307,0.212426035455428,0.21035703283269,0.29562370760832,0.225151580874808
"post",0.281615989888087,0.27564738644287,0.250552929309197,0.284972191276029,0.281504475465044,0.228908461867832
"pthreadt",0.287884907214902,0.207336323312484,0.246602057851851,0.2838018423412,0.232247156254016,0.293043863493949
"stonesoupt",0.220160321937874,0.241952139977366,0.208024723385461,0.281593660963699,0.264051998942159,0.293944739201106
"stonesoupt""",0.268880226579495,0.231294420897029,0.218760129250586,0.249268707027659,0.237699422612786,0.27709337528795
"nonanticipationoutdrinking",0.284774677501991,0.225562471454032,0.201659049745649,0.245979335042648,0.204367290087976,0.242469486175105
"anonymousxbe",0.28606366571039,0.239614610536955,0.291681397682987,0.293842995958403,0.269088056799956,0.242712508607656
"bonniestdeliverability",0.296638937061653,0.293996221059933,0.233464651787654,0.205611942964606,0.225353326462209,0.21487732231617
"fd""",0.104476464772597,0.142298437491991,0.113824619073421,0.146313817705959,0.151094988151453,0.175776318763383
"tracelocation",0.262288224813528,0.232349143386818,0.295658014062792,0.267958473670296,0.219660093262792,0.247848718892783
"tmptmpriwekjsstestcasesrcrosecolorc",0.275797425233759,0.293763508158736,0.24381178712938,0.299677952169441,0.29298342380207,0.210007350170054
"stonesoupwaitforchange""",0.296211052453145,0.280509717133827,0.296512375259772,0.240328027750365,0.291255427361466,0.272179598850198
"strcatfilename",0.263564396463335,0.280901753250509,0.293356021214277,0.232860219548456,0.233781724143773,0.236481563653797
"fd",0.182113797566853,0.104911010991782,0.136318807746284,0.146411174954847,0.118864244199358,0.181857995502651
"openfilename",0.201208109408617,0.238350894674659,0.293323122244328,0.230323345935903,0.231638197368011,0.265076575055718
"ocreatowronly",0.23385556912981,0.269367306074128,0.230755553254858,0.213418487855233,0.225676172412932,0.217748558777384
"writefd",0.291908990754746,0.203339609364048,0.213224869756959,0.21668685702607,0.201502275886014,0.205326533853076
"q",0.118506577331573,0.152954366081394,0.15338074923493,0.138844525348395,0.110376481642015,0.127838003216311
"writing",0.206647509755567,0.245906778168865,0.255253674578853,0.208305874606594,0.209458616562188,0.259117193426937
"wrote",0.266065112571232,0.241566942236386,0.231744564813562,0.205181401805021,0.285780858783983,0.260137871373445
